0.848780487804878
2454887.7398140048608184 17.3548412 0.0240052 0
2454887.7406988427974284 17.3496895 0.0240067 0
2454887.7416172455996275 17.3583755 0.0240117 0
2454887.7425315971486270 17.3804836 0.0250091 0
2454887.7434355323202908 17.3236389 0.0240069 0
2454887.7444280092604458 17.3135586 0.0240090 0
2454887.7453365740366280 17.3987408 0.0260068 0
2454887.7462584492750466 17.3371868 0.0240073 0
2454887.7471716436557472 17.4265442 0.0260058 0
2454887.7480946760624647 17.3395443 0.0250041 0
2454887.7490032408386469 17.3652611 0.0250047 0
2454887.7499204860068858 17.3345947 0.0250094 0
2454887.7508365740068257 17.3614120 0.0240050 0
2454887.7517543979920447 17.3885593 0.0260045 0
2454887.7526531252078712 17.3442478 0.0250049 0
2454887.7535726851783693 17.3595295 0.0250033 0
2454887.7544905091635883 17.3492718 0.0250053 0
2454887.7554083331488073 17.3789558 0.0280054 0
2454887.7563325231894851 17.3394680 0.0250100 0
2454887.7572474535554647 17.3737335 0.0280101 0
2454887.7581785880029202 17.3590450 0.0280048 0
2454887.7590917823836207 17.3437824 0.0270077 0
2454887.7600171295925975 17.3853226 0.0270046 0
2454887.7618961804546416 17.3985672 0.0270042 0
2454887.7627902776002884 17.3282356 0.0250174 0
2454887.7637017359957099 17.3278103 0.0260045 0
2454887.7646328704431653 17.3085442 0.0250079 0
2454887.7655541668646038 17.3285580 0.0270054 0
2454887.7664656247943640 17.3798218 0.0290044 0
2454887.7674204860813916 17.4172840 0.0310043 0
2454887.7683498840779066 17.3275280 0.0280035 0
2454887.7693741898983717 17.3545380 0.0310037 0
2454887.7705530091188848 17.3932915 0.0310053 0
2454887.7714465279132128 17.3705540 0.0290059 0
2454887.7723736111074686 17.3512554 0.0320033 0
2454887.7732908562757075 17.3410854 0.0280051 0
2454887.7742555555887520 17.3786812 0.0300036 0
2454887.7751803239807487 17.3626194 0.0310036 0
2454887.7761074071750045 17.4043446 0.0320038 0
2454887.7770414352416992 17.3741703 0.0320058 0
2454887.7779604168608785 17.3705730 0.0300046 0
2454887.7788863424211740 17.3507195 0.0300064 0
2454887.7798122684471309 17.3822556 0.0280040 0
2454887.7807370368391275 17.3667469 0.0290067 0
2454887.7817167825996876 17.3854294 0.0300049 0
2454887.7835888890549541 17.3596287 0.0340104 0
2454887.7844922454096377 17.3702850 0.0340127 0
2454887.7854181714355946 17.3132935 0.0310039 0
2454887.7863481482490897 17.3284149 0.0320038 0
2454887.7872862266376615 17.3699989 0.0320052 0
2454887.7882127314805984 17.3506641 0.0330041 0
2454887.7891357638873160 17.3648268931035 99 1
2454887.7900576386600733 17.3729095 0.0480059 0
2454887.7909748842939734 17.3628616 0.0330062 0
2454887.7919089118950069 17.3684540 0.0360064 0
2454887.7928527779877186 17.3953915 0.0370051 0
2454887.7937896992079914 17.3894558 0.0360047 0
2454887.7947162035852671 17.3792877 0.0370043 0
2454887.7956571760587394 17.4061184 0.0470033 0
2454887.7965848380699754 17.3954887 0.0380058 0
2454887.7975275460630655 17.4160061 0.0380072 0
2454887.7985703703016043 17.3395157 0.0370055 0
2454887.7997063659131527 17.3439522 0.0400053 0
2454887.8006496527232230 17.3928585 0.0410195 0
2454887.8016322916373610 17.3698902 0.0390049 0
2454887.8026537038385868 17.4532394 0.0400037 0
2454887.8036947916261852 17.3638687 0.0420055 0
2454887.8047144678421319 17.3891678 0.0430058 0
2454887.8056924766860902 17.3635292 0.0440054 0
2454887.8066947916522622 17.3597469 0.0440051 0
2454887.8085750001482666 17.3329029 0.0460051 0
2454887.8095032409764826 17.2896481 0.0390047 0
2454887.8114725695922971 17.3132572 0.0450077 0
2454887.8123961803503335 17.4276085 0.0500046 0
2454887.8133319444023073 17.3203506 0.0430074 0
2454887.8142671296373010 17.3169403 0.0460062 0
2454887.8152069444768131 17.2999268 0.0480066 0
2454887.8161473381333053 17.3353748 0.0490064 0
2454887.8170964121818542 17.3894272 0.0540086 0
2454887.8191074072383344 17.3814182 0.0520048 0
2454887.8200408564880490 17.4186249 0.0590157 0
2454887.8209934029728174 17.3648268931035 99 1
2454887.8219609954394400 17.3703651 0.0540056 0
2454887.8229123842902482 17.3794670 0.0530069 0
2454887.8238782407715917 17.3648268931035 99 1
2454887.8248504628427327 17.3166695 0.0610140 0
