0.917073170731707
2454887.7398140048608184 16.9808407 0.0190066 0
2454887.7406988427974284 16.9246883 0.0180089 0
2454887.7416172455996275 16.9433765 0.0180156 0
2454887.7425315971486270 16.9354839 0.0180126 0
2454887.7434355323202908 16.9526386 0.0190087 0
2454887.7444280092604458 16.9615593 0.0190114 0
2454887.7453365740366280 16.9707413 0.0180098 0
2454887.7462584492750466 16.9601879 0.0190093 0
2454887.7471716436557472 16.9755440 0.0190080 0
2454887.7480946760624647 16.9565449 0.0190054 0
2454887.7490032408386469 16.9262619 0.0180065 0
2454887.7499204860068858 16.9535942 0.0190123 0
2454887.7508365740068257 16.9384117 0.0180067 0
2454887.7517543979920447 16.9325600 0.0190061 0
2454887.7526531252078712 16.9462490 0.0190065 0
2454887.7535726851783693 16.9415283 0.0190043 0
2454887.7544905091635883 16.9242725 0.0190070 0
2454887.7554083331488073 16.9719543 0.0210072 0
2454887.7563325231894851 16.9644680 0.0200125 0
2454887.7572474535554647 16.9777336 0.0210135 0
2454887.7581785880029202 16.9270439 0.0210065 0
2454887.7590917823836207 16.9387836 0.0210099 0
2454887.7600171295925975 16.9593239 0.0200062 0
2454887.7618961804546416 16.9575672 0.0200056 0
2454887.7627902776002884 16.9542351 0.0200217 0
2454887.7637017359957099 16.9848099 0.0200058 0
2454887.7646328704431653 16.9205437 0.0190104 0
2454887.7655541668646038 16.9735584 0.0210069 0
2454887.7664656247943640 16.9668217 0.0220058 0
2454887.7674204860813916 16.9732838 0.0220060 0
2454887.7683498840779066 16.9675274 0.0210047 0
2454887.7693741898983717 16.9475384 0.0220052 0
2454887.7705530091188848 16.9632912 0.0220075 0
2454887.7714465279132128 16.9495544 0.0210082 0
2454887.7723736111074686 16.9662552 0.0230046 0
2454887.7732908562757075 16.9710846 0.0220065 0
2454887.7742555555887520 16.9776821 0.0220049 0
2454887.7751803239807487 17.0056190 0.0230048 0
2454887.7761074071750045 16.9413452 0.0220055 0
2454887.7770414352416992 16.9571705 0.0230080 0
2454887.7779604168608785 16.9435730 0.0210066 0
2454887.7788863424211740 16.9467201 0.0210092 0
2454887.7798122684471309 16.9492550 0.0210054 0
2454887.7807370368391275 16.9757462 0.0220088 0
2454887.7817167825996876 16.9264297 0.0210070 0
