0.892682926829268
2454887.7398140048608184 17.1998405 0.0220057 0
2454887.7406988427974284 17.2326889 0.0220073 0
2454887.7416172455996275 17.1873760 0.0220128 0
2454887.7425315971486270 17.1944828 0.0220103 0
2454887.7434355323202908 17.1856384 0.0220075 0
2454887.7444280092604458 17.2065601 0.0220098 0
2454887.7453365740366280 17.2267418 0.0230077 0
2454887.7462584492750466 17.2121868 0.0220080 0
2454887.7471716436557472 17.2405434 0.0230066 0
2454887.7480946760624647 17.2455444 0.0230045 0
2454887.7490032408386469 17.2052612 0.0230051 0
2454887.7499204860068858 17.1915951 0.0220107 0
2454887.7508365740068257 17.1814117 0.0210057 0
2454887.7517543979920447 17.1985607 0.0220053 0
2454887.7526531252078712 17.1842480 0.0220056 0
2454887.7535726851783693 17.2205296 0.0230036 0
2454887.7544905091635883 17.2092724 0.0220060 0
2454887.7554083331488073 17.1909542 0.0240063 0
2454887.7563325231894851 17.1924686 0.0230109 0
2454887.7572474535554647 17.1637325 0.0240118 0
2454887.7581785880029202 17.1950455 0.0250054 0
2454887.7590917823836207 17.1797829 0.0250083 0
2454887.7600171295925975 17.2323227 0.0240052 0
2454887.7618961804546416 17.1795673 0.0230049 0
2454887.7627902776002884 17.2242355 0.0230189 0
2454887.7637017359957099 17.2298088 0.0240048 0
2454887.7646328704431653 17.1925430 0.0240083 0
2454887.7655541668646038 17.2085590 0.0250058 0
2454887.7664656247943640 17.1938229 0.0260049 0
2454887.7674204860813916 17.1912842 0.0250053 0
2454887.7683498840779066 17.1765270 0.0250040 0
2454887.7693741898983717 17.2015381 0.0270043 0
2454887.7705530091188848 17.1742916 0.0260063 0
2454887.7714465279132128 17.2495537 0.0260066 0
2454887.7723736111074686 17.2172546 0.0290036 0
2454887.7732908562757075 17.2020836 0.0260055 0
2454887.7742555555887520 17.1656818 0.0250043 0
2454887.7751803239807487 17.2186203 0.0270041 0
2454887.7761074071750045 17.1343460 0.0250049 0
2454887.7770414352416992 17.1431713 0.0260071 0
2454887.7779604168608785 17.1895733 0.0260053 0
2454887.7788863424211740 17.1927204 0.0260074 0
2454887.7798122684471309 17.1842556 0.0240047 0
2454887.7807370368391275 17.1807480 0.0260074 0
2454887.7817167825996876 17.2074299 0.0260056 0
2454887.7835888890549541 17.1656284 0.0300118 0
2454887.7844922454096377 17.1122856 0.0290148 0
2454887.7854181714355946 17.1892929 0.0280043 0
2454887.7863481482490897 17.2034149 0.0280044 0
2454887.7872862266376615 17.1899986 0.0280059 0
2454887.7882127314805984 17.2116642 0.0310044 0
2454887.7891357638873160 17.1929340 0.0380044 0
2454887.7900576386600733 17.1539097 0.0390073 0
2454887.7909748842939734 17.1718616 0.0300068 0
2454887.7919089118950069 17.1754532 0.0320072 0
2454887.7928527779877186 17.1703911 0.0310061 0
2454887.7937896992079914 17.1964569 0.0320052 0
2454887.7947162035852671 17.1402874 0.0310051 0
2454887.7956571760587394 17.1631184 0.0380040 0
2454887.7965848380699754 17.2104893 0.0340065 0
2454887.7975275460630655 17.1530056 0.0310089 0
2454887.7985703703016043 17.2205162 0.0350058 0
2454887.7997063659131527 17.1679516 0.0350060 0
2454887.8006496527232230 17.1708584 0.0350228 0
