0.921951219512195
2454887.7398140048608184 15.2398424 0.0070179 0
2454887.7406988427974284 15.2596903 0.0070229 0
2454887.7416172455996275 15.2483749 0.0070400 0
2454887.7425315971486270 15.2494822 0.0070323 0
2454887.7434355323202908 15.2386389 0.0070237 0
2454887.7444280092604458 15.2455578 0.0070308 0
2454887.7453365740366280 15.2367411 0.0070252 0
2454887.7462584492750466 15.2451868 0.0070251 0
2454887.7471716436557472 15.2525434 0.0070217 0
2454887.7480946760624647 15.2485447 0.0070148 0
2454887.7490032408386469 15.2432604 0.0070167 0
2454887.7499204860068858 15.2385941 0.0070334 0
2454887.7508365740068257 15.2464113 0.0070172 0
2454887.7517543979920447 15.2325592 0.0070166 0
2454887.7526531252078712 15.2432470 0.0070176 0
2454887.7535726851783693 15.2525311 0.0070117 0
2454887.7544905091635883 15.2472725 0.0070188 0
2454887.7554083331488073 15.2579546 0.0080188 0
2454887.7563325231894851 15.2344675 0.0070356 0
2454887.7572474535554647 15.2357330 0.0070405 0
2454887.7581785880029202 15.2520447 0.0080169 0
2454887.7590917823836207 15.2487822 0.0080259 0
2454887.7600171295925975 15.2413244 0.0070177 0
2454887.7618961804546416 15.2555666 0.0070161 0
2454887.7627902776002884 15.2512360 0.0070619 0
2454887.7637017359957099 15.2658100 0.0070166 0
2454887.7646328704431653 15.2455435 0.0070283 0
2454887.7655541668646038 15.2395563 0.0080182 0
2454887.7664656247943640 15.2328234 0.0080159 0
2454887.7674204860813916 15.2592840 0.0080165 0
2454887.7683498840779066 15.2445297 0.0070141 0
2454887.7693741898983717 15.2455387 0.0080144 0
2454887.7705530091188848 15.2432909 0.0070234 0
2454887.7714465279132128 15.2465553 0.0080214 0
2454887.7723736111074686 15.2362547 0.0080131 0
2454887.7732908562757075 15.2400837 0.0080179 0
2454887.7742555555887520 15.2426825 0.0070153 0
2454887.7751803239807487 15.2466202 0.0080139 0
2454887.7761074071750045 15.2383451 0.0080152 0
2454887.7770414352416992 15.2611704 0.0080230 0
2454887.7779604168608785 15.2445745 0.0080173 0
2454887.7788863424211740 15.2457209 0.0080241 0
2454887.7798122684471309 15.2312555 0.0070161 0
2454887.7807370368391275 15.2567463 0.0080242 0
2454887.7817167825996876 15.2394295 0.0080183 0
2454887.7835888890549541 15.2686291 0.0080441 0
2454887.7844922454096377 15.2842836 0.0090477 0
2454887.7854181714355946 15.2422943 0.0080149 0
2454887.7863481482490897 15.2474136 0.0080152 0
2454887.7872862266376615 15.2629986 0.0080208 0
2454887.7882127314805984 15.2216616 0.0080170 0
2454887.7891357638873160 15.2569351 0.0100165 0
2454887.7900576386600733 15.2339087 0.0100284 0
2454887.7909748842939734 15.2438612 0.0080255 0
